candidate	norm	phase	value
panel	0.2500	0.21875	0.396415786
panel	0.2500	0.23438	0.374392687
panel	0.2500	0.25000	0.352369587
panel	0.2500	0.26562	0.330346488
panel	0.2500	0.28125	0.308323389
panel	0.2500	0.29688	0.286300290
panel	0.2500	0.31250	0.264277191
panel	0.2500	0.32812	0.242254091
panel	0.2500	0.34375	0.220230992
panel	0.2500	0.35938	0.198207893
panel	0.2500	0.37500	0.176184794
panel	0.2500	0.39062	0.154161695
panel	0.2500	0.40625	0.132138595
panel	0.2500	0.42188	0.110115496
panel	0.2500	0.43750	0.088092397
panel	0.2500	0.45312	0.066069298
panel	0.2500	0.46875	0.044046198
panel	0.2500	0.48438	0.022023099
panel	0.2500	0.50000	0.000000000
panel	0.2500	0.51562	-0.022023099
panel	0.2500	0.53125	-0.044046198
panel	0.2500	0.54688	-0.066069298
panel	0.2500	0.56250	-0.088092397
panel	0.2500	0.57812	-0.110115496
panel	0.2500	0.59375	-0.132138595
panel	0.2500	0.60938	-0.154161695
panel	0.2500	0.62500	-0.176184794
panel	0.2500	0.64062	-0.198207893
panel	0.2500	0.65625	-0.220230992
panel	0.2500	0.67188	-0.242254091
panel	0.2500	0.68750	-0.264277191
panel	0.2500	0.70312	-0.286300290
panel	0.2500	0.71875	-0.308323389
panel	0.2500	0.73438	-0.330346488
panel	0.2500	0.75000	-0.352369587
panel	0.2500	0.76562	-0.374392687
panel	0.2500	0.78125	-0.396415786
panel	0.2500	0.79688	-0.418438885
panel	0.2500	0.81250	-0.440461984
panel	0.2500	0.82812	-0.462485084
panel	0.2500	0.84375	-0.484508183
panel	0.2500	0.85938	-0.506531282
panel	0.2500	0.87500	-0.528554381
panel	0.2500	0.89062	-0.550577480
panel	0.2500	0.90625	-0.572600580
panel	0.2500	0.92188	-0.594623679
panel	0.2500	0.93750	-0.616646778
panel	0.2500	0.95312	-0.638669877
panel	0.2500	0.96875	-0.660692976
panel	0.2500	0.98438	-0.682716076
panel	0.3750	0.00000	0.018310170
panel	0.3750	0.01562	0.113388214
panel	0.3750	0.03125	0.207539584
panel	0.3750	0.04688	0.299846529
panel	0.3750	0.06250	0.389409061
panel	0.3750	0.07812	0.475353624
panel	0.3750	0.09375	0.556841504
panel	0.3750	0.10938	0.633076906
panel	0.3750	0.12500	0.703314621
panel	0.3750	0.14062	0.766867200
panel	0.3750	0.15625	0.823111576
panel	0.3750	0.17188	0.871495064
panel	0.3750	0.18750	0.911540684
panel	0.3750	0.20312	0.942851752
panel	0.3750	0.21875	0.965115707
panel	0.3750	0.23438	0.978107111
panel	0.3750	0.25000	0.981689830
panel	0.3750	0.26562	0.975818340
panel	0.3750	0.28125	0.960538164
panel	0.3750	0.29688	0.935985439
panel	0.3750	0.31250	0.902385599
panel	0.3750	0.32812	0.860051208
panel	0.3750	0.34375	0.809378949
panel	0.3750	0.35938	0.750845801
panel	0.3750	0.37500	0.685004451
panel	0.3750	0.39062	0.612477965
panel	0.3750	0.40625	0.533953792
panel	0.3750	0.42188	0.450177141
panel	0.3750	0.43750	0.361943806
panel	0.3750	0.45312	0.270092502
panel	0.3750	0.46875	0.175496786
panel	0.3750	0.48438	0.079056646
panel	0.3750	0.50000	-0.018310170
panel	0.3750	0.51562	-0.113388214
panel	0.3750	0.53125	-0.207539584
panel	0.3750	0.54688	-0.299846529
panel	0.3750	0.56250	-0.389409061
panel	0.3750	0.57812	-0.475353624
panel	0.3750	0.59375	-0.556841504
panel	0.3750	0.60938	-0.633076906
panel	0.3750	0.62500	-0.703314621
panel	0.3750	0.64062	-0.766867200
panel	0.3750	0.65625	-0.823111576
panel	0.3750	0.67188	-0.871495064
panel	0.3750	0.68750	-0.911540684
panel	0.3750	0.70312	-0.942851752
panel	0.3750	0.71875	-0.965115707
panel	0.3750	0.73438	-0.978107111
panel	0.3750	0.75000	-0.981689830
panel	0.3750	0.76562	-0.975818340
panel	0.3750	0.78125	-0.960538164
panel	0.3750	0.79688	-0.935985439
panel	0.3750	0.81250	-0.902385599
panel	0.3750	0.82812	-0.860051208
panel	0.3750	0.84375	-0.809378949
panel	0.3750	0.85938	-0.750845801
panel	0.3750	0.87500	-0.685004451
panel	0.3750	0.89062	-0.612477965
panel	0.3750	0.90625	-0.533953792
panel	0.3750	0.92188	-0.450177141
panel	0.3750	0.93750	-0.361943806
panel	0.3750	0.95312	-0.270092502
panel	0.3750	0.96875	-0.175496786
panel	0.3750	0.98438	-0.079056646
panel	0.5000	0.00000	0.294065740
panel	0.5000	0.01562	0.344880289
panel	0.5000	0.03125	0.395028465
panel	0.5000	0.04688	0.443850313
panel	0.5000	0.06250	0.490698651
panel	0.5000	0.07812	0.534945303
panel	0.5000	0.09375	0.575987149
panel	0.5000	0.10938	0.613251932
panel	0.5000	0.12500	0.646203772
panel	0.5000	0.14062	0.674348324
panel	0.5000	0.15625	0.697237538
panel	0.5000	0.17188	0.714473979
panel	0.5000	0.18750	0.725714649
panel	0.5000	0.20312	0.730674294
panel	0.5000	0.21875	0.729128149
panel	0.5000	0.23438	0.720914102
panel	0.5000	0.25000	0.705934260
panel	0.5000	0.26562	0.684155885
panel	0.5000	0.28125	0.655611713
panel	0.5000	0.29688	0.620399641
panel	0.5000	0.31250	0.578681779
panel	0.5000	0.32812	0.530682891
panel	0.5000	0.34375	0.476688233
panel	0.5000	0.35938	0.417040801
panel	0.5000	0.37500	0.352138032
panel	0.5000	0.39062	0.282427975
panel	0.5000	0.40625	0.208404974
panel	0.5000	0.42188	0.130604910
panel	0.5000	0.43750	0.049600040
panel	0.5000	0.45312	-0.034006515
panel	0.5000	0.46875	-0.119586581
panel	0.5000	0.48438	-0.206492974
panel	0.5000	0.50000	-0.294065740
panel	0.5000	0.51562	-0.344880289
panel	0.5000	0.53125	-0.395028465
panel	0.5000	0.54688	-0.443850313
panel	0.5000	0.56250	-0.490698651
panel	0.5000	0.57812	-0.534945303
panel	0.5000	0.59375	-0.575987149
panel	0.5000	0.60938	-0.613251932
panel	0.5000	0.62500	-0.646203772
panel	0.5000	0.64062	-0.674348324
panel	0.5000	0.65625	-0.697237538
panel	0.5000	0.67188	-0.714473979
panel	0.5000	0.68750	-0.725714649
panel	0.5000	0.70312	-0.730674294
panel	0.5000	0.71875	-0.729128149
panel	0.5000	0.73438	-0.720914102
panel	0.5000	0.75000	-0.705934260
panel	0.5000	0.76562	-0.684155885
panel	0.5000	0.78125	-0.655611713
panel	0.5000	0.79688	-0.620399641
panel	0.5000	0.81250	-0.578681779
panel	0.5000	0.82812	-0.530682891
panel	0.5000	0.84375	-0.476688233
panel	0.5000	0.85938	-0.417040801
panel	0.5000	0.87500	-0.352138032
panel	0.5000	0.89062	-0.282427975
panel	0.5000	0.90625	-0.208404974
panel	0.5000	0.92188	-0.130604910
panel	0.5000	0.93750	-0.049600040
panel	0.5000	0.95312	0.034006515
panel	0.5000	0.96875	0.119586581
panel	0.5000	0.98438	0.206492974
panel	0.6250	0.00000	0.569821310
panel	0.6250	0.01562	0.576372363
panel	0.6250	0.03125	0.582517346
panel	0.6250	0.04688	0.587854097
panel	0.6250	0.06250	0.591988240
panel	0.6250	0.07812	0.594536981
panel	0.6250	0.09375	0.595132794
panel	0.6250	0.10938	0.593426959
panel	0.6250	0.12500	0.589092924
panel	0.6250	0.14062	0.581829447
panel	0.6250	0.15625	0.571363500
panel	0.6250	0.17188	0.557452893
panel	0.6250	0.18750	0.539888614
panel	0.6250	0.20312	0.518496835
panel	0.6250	0.21875	0.493140591
panel	0.6250	0.23438	0.463721094
panel	0.6250	0.25000	0.430178690
panel	0.6250	0.26562	0.392493430
panel	0.6250	0.28125	0.350685263
panel	0.6250	0.29688	0.304813844
panel	0.6250	0.31250	0.254977959
panel	0.6250	0.32812	0.201314574
panel	0.6250	0.34375	0.143997517
panel	0.6250	0.35938	0.083235801
panel	0.6250	0.37500	0.019271613
panel	0.6250	0.39062	-0.047622015
panel	0.6250	0.40625	-0.117143844
panel	0.6250	0.42188	-0.188967320
panel	0.6250	0.43750	-0.262743725
panel	0.6250	0.45312	-0.338105533
panel	0.6250	0.46875	-0.414669948
panel	0.6250	0.48438	-0.492042594
panel	0.6250	0.50000	-0.569821310
panel	0.6250	0.51562	-0.576372363
panel	0.6250	0.53125	-0.582517346
panel	0.6250	0.54688	-0.587854097
panel	0.6250	0.56250	-0.591988240
panel	0.6250	0.57812	-0.594536981
panel	0.6250	0.59375	-0.595132794
panel	0.6250	0.60938	-0.593426959
panel	0.6250	0.62500	-0.589092924
panel	0.6250	0.64062	-0.581829447
panel	0.6250	0.65625	-0.571363500
panel	0.6250	0.67188	-0.557452893
panel	0.6250	0.68750	-0.539888614
panel	0.6250	0.70312	-0.518496835
panel	0.6250	0.71875	-0.493140591
panel	0.6250	0.73438	-0.463721094
panel	0.6250	0.75000	-0.430178690
panel	0.6250	0.76562	-0.392493430
panel	0.6250	0.78125	-0.350685263
panel	0.6250	0.79688	-0.304813844
panel	0.6250	0.81250	-0.254977959
panel	0.6250	0.82812	-0.201314574
panel	0.6250	0.84375	-0.143997517
panel	0.6250	0.85938	-0.083235801
panel	0.6250	0.87500	-0.019271613
panel	0.6250	0.89062	0.047622015
panel	0.6250	0.90625	0.117143844
panel	0.6250	0.92188	0.188967320
panel	0.6250	0.93750	0.262743725
panel	0.6250	0.95312	0.338105533
panel	0.6250	0.96875	0.414669948
panel	0.6250	0.98438	0.492042594
panel	0.7500	0.00000	0.845576881
panel	0.7500	0.01562	0.807864438
panel	0.7500	0.03125	0.770006227
panel	0.7500	0.04688	0.731857881
panel	0.7500	0.06250	0.693277830
panel	0.7500	0.07812	0.654128660
panel	0.7500	0.09375	0.614278439
panel	0.7500	0.10938	0.573601985
panel	0.7500	0.12500	0.531982075
panel	0.7500	0.14062	0.489310571
panel	0.7500	0.15625	0.445489461
panel	0.7500	0.17188	0.400431808
panel	0.7500	0.18750	0.354062579
panel	0.7500	0.20312	0.306319377
panel	0.7500	0.21875	0.257153032
panel	0.7500	0.23438	0.206528085
panel	0.7500	0.25000	0.154423119
panel	0.7500	0.26562	0.100830975
panel	0.7500	0.28125	0.045758812
panel	0.7500	0.29688	-0.010771953
panel	0.7500	0.31250	-0.068725861
panel	0.7500	0.32812	-0.128053743
panel	0.7500	0.34375	-0.188693199
panel	0.7500	0.35938	-0.250569200
panel	0.7500	0.37500	-0.313594805
panel	0.7500	0.39062	-0.377672006
panel	0.7500	0.40625	-0.442692662
panel	0.7500	0.42188	-0.508539551
panel	0.7500	0.43750	-0.575087491
panel	0.7500	0.45312	-0.642204550
panel	0.7500	0.46875	-0.709753314
panel	0.7500	0.48438	-0.777592213
panel	0.7500	0.50000	-0.845576881
panel	0.7500	0.51562	-0.807864438
panel	0.7500	0.53125	-0.770006227
panel	0.7500	0.54688	-0.731857881
panel	0.7500	0.56250	-0.693277830
panel	0.7500	0.57812	-0.654128660
panel	0.7500	0.59375	-0.614278439
panel	0.7500	0.60938	-0.573601985
panel	0.7500	0.62500	-0.531982075
panel	0.7500	0.64062	-0.489310571
panel	0.7500	0.65625	-0.445489461
panel	0.7500	0.67188	-0.400431808
panel	0.7500	0.68750	-0.354062579
panel	0.7500	0.70312	-0.306319377
panel	0.7500	0.71875	-0.257153032
panel	0.7500	0.73438	-0.206528085
panel	0.7500	0.75000	-0.154423119
panel	0.7500	0.76562	-0.100830975
panel	0.7500	0.78125	-0.045758812
panel	0.7500	0.79688	0.010771953
panel	0.7500	0.81250	0.068725861
panel	0.7500	0.82812	0.128053743
panel	0.7500	0.84375	0.188693199
panel	0.7500	0.85938	0.250569200
panel	0.7500	0.87500	0.313594805
panel	0.7500	0.89062	0.377672006
panel	0.7500	0.90625	0.442692662
panel	0.7500	0.92188	0.508539551
panel	0.7500	0.93750	0.575087491
panel	0.7500	0.95312	0.642204550
panel	0.7500	0.96875	0.709753314
panel	0.7500	0.98438	0.777592213
panel	0.8750	0.00000	1.000000000
panel	0.8750	0.01562	0.956597222
panel	0.8750	0.03125	0.913194444
panel	0.8750	0.04688	0.869791667
panel	0.8750	0.06250	0.826388889
panel	0.8750	0.07812	0.782986111
panel	0.8750	0.09375	0.739583333
panel	0.8750	0.10938	0.696180556
panel	0.8750	0.12500	0.652777778
panel	0.8750	0.14062	0.609375000
panel	0.8750	0.15625	0.565972222
panel	0.8750	0.17188	0.522569444
panel	0.8750	0.18750	0.479166667
panel	0.8750	0.20312	0.435763889
panel	0.8750	0.21875	0.392361111
panel	0.8750	0.23438	0.348958333
panel	0.8750	0.25000	0.305555556
panel	0.8750	0.26562	0.262152778
panel	0.8750	0.28125	0.218750000
panel	0.8750	0.29688	0.175347222
panel	0.8750	0.31250	0.131944444
panel	0.8750	0.32812	0.088541667
panel	0.8750	0.34375	0.045138889
panel	0.8750	0.35938	0.001736111
panel	0.8750	0.37500	-0.041666667
panel	0.8750	0.39062	-0.085069444
panel	0.8750	0.40625	-0.128472222
panel	0.8750	0.42188	-0.171875000
panel	0.8750	0.43750	-0.215277778
panel	0.8750	0.45312	-0.258680556
panel	0.8750	0.46875	-0.302083333
panel	0.8750	0.48438	-0.345486111
panel	0.8750	0.50000	-1.000000000
panel	0.8750	0.51562	-0.956597222
panel	0.8750	0.53125	-0.913194444
panel	0.8750	0.54688	-0.869791667
panel	0.8750	0.56250	-0.826388889
panel	0.8750	0.57812	-0.782986111
panel	0.8750	0.59375	-0.739583333
panel	0.8750	0.60938	-0.696180556
panel	0.8750	0.62500	-0.652777778
panel	0.8750	0.64062	-0.609375000
panel	0.8750	0.65625	-0.565972222
panel	0.8750	0.67188	-0.522569444
panel	0.8750	0.68750	-0.479166667
panel	0.8750	0.70312	-0.435763889
panel	0.8750	0.71875	-0.392361111
panel	0.8750	0.73438	-0.348958333
panel	0.8750	0.75000	-0.305555556
panel	0.8750	0.76562	-0.262152778
panel	0.8750	0.78125	-0.218750000
panel	0.8750	0.79688	-0.175347222
panel	0.8750	0.81250	-0.131944444
panel	0.8750	0.82812	-0.088541667
panel	0.8750	0.84375	-0.045138889
panel	0.8750	0.85938	-0.001736111
panel	0.8750	0.87500	0.041666667
panel	0.8750	0.89062	0.085069444
panel	0.8750	0.90625	0.128472222
panel	0.8750	0.92188	0.171875000
panel	0.8750	0.93750	0.215277778
panel	0.8750	0.95312	0.258680556
panel	0.8750	0.96875	0.302083333
panel	0.8750	0.98438	0.345486111
panel	1.0000	0.00000	1.000000000
panel	1.0000	0.01562	1.000000000
panel	1.0000	0.03125	1.000000000
panel	1.0000	0.04688	1.000000000
panel	1.0000	0.06250	1.000000000
panel	1.0000	0.07812	1.000000000
panel	1.0000	0.09375	1.000000000
panel	1.0000	0.10938	1.000000000
panel	1.0000	0.12500	1.000000000
panel	1.0000	0.14062	1.000000000
panel	1.0000	0.15625	1.000000000
panel	1.0000	0.17188	1.000000000
panel	1.0000	0.18750	1.000000000
panel	1.0000	0.20312	1.000000000
panel	1.0000	0.21875	1.000000000
panel	1.0000	0.23438	1.000000000
panel	1.0000	0.25000	1.000000000
panel	1.0000	0.26562	1.000000000
panel	1.0000	0.28125	1.000000000
panel	1.0000	0.29688	1.000000000
panel	1.0000	0.31250	1.000000000
panel	1.0000	0.32812	1.000000000
panel	1.0000	0.34375	1.000000000
panel	1.0000	0.35938	1.000000000
panel	1.0000	0.37500	1.000000000
panel	1.0000	0.39062	1.000000000
panel	1.0000	0.40625	1.000000000
panel	1.0000	0.42188	1.000000000
panel	1.0000	0.43750	1.000000000
panel	1.0000	0.45312	1.000000000
panel	1.0000	0.46875	1.000000000
panel	1.0000	0.48438	1.000000000
panel	1.0000	0.50000	-1.000000000
panel	1.0000	0.51562	-1.000000000
panel	1.0000	0.53125	-1.000000000
panel	1.0000	0.54688	-1.000000000
panel	1.0000	0.56250	-1.000000000
panel	1.0000	0.57812	-1.000000000
panel	1.0000	0.59375	-1.000000000
panel	1.0000	0.60938	-1.000000000
panel	1.0000	0.62500	-1.000000000
panel	1.0000	0.64062	-1.000000000
panel	1.0000	0.65625	-1.000000000
panel	1.0000	0.67188	-1.000000000
panel	1.0000	0.68750	-1.000000000
panel	1.0000	0.70312	-1.000000000
panel	1.0000	0.71875	-1.000000000
panel	1.0000	0.73438	-1.000000000
panel	1.0000	0.75000	-1.000000000
panel	1.0000	0.76562	-1.000000000
panel	1.0000	0.78125	-1.000000000
panel	1.0000	0.79688	-1.000000000
panel	1.0000	0.81250	-1.000000000
panel	1.0000	0.82812	-1.000000000
panel	1.0000	0.84375	-1.000000000
panel	1.0000	0.85938	-1.000000000
panel	1.0000	0.87500	-1.000000000
panel	1.0000	0.89062	-1.000000000
panel	1.0000	0.90625	-1.000000000
panel	1.0000	0.92188	-1.000000000
panel	1.0000	0.93750	-1.000000000
panel	1.0000	0.95312	-1.000000000
panel	1.0000	0.96875	-1.000000000
panel	1.0000	0.98438	-1.000000000
legacy_triangle	-	0.00000	1.000000000
legacy_triangle	-	0.01562	0.937500000
legacy_triangle	-	0.03125	0.875000000
legacy_triangle	-	0.04688	0.812500000
legacy_triangle	-	0.06250	0.750000000
legacy_triangle	-	0.07812	0.687500000
legacy_triangle	-	0.09375	0.625000000
legacy_triangle	-	0.10938	0.562500000
legacy_triangle	-	0.12500	0.500000000
legacy_triangle	-	0.14062	0.437500000
legacy_triangle	-	0.15625	0.375000000
legacy_triangle	-	0.17188	0.312500000
legacy_triangle	-	0.18750	0.250000000
legacy_triangle	-	0.20312	0.187500000
legacy_triangle	-	0.21875	0.125000000
legacy_triangle	-	0.23438	0.062500000
legacy_triangle	-	0.25000	0.000000000
legacy_triangle	-	0.26562	-0.062500000
legacy_triangle	-	0.28125	-0.125000000
legacy_triangle	-	0.29688	-0.187500000
legacy_triangle	-	0.31250	-0.250000000
legacy_triangle	-	0.32812	-0.312500000
legacy_triangle	-	0.34375	-0.375000000
legacy_triangle	-	0.35938	-0.437500000
legacy_triangle	-	0.37500	-0.500000000
legacy_triangle	-	0.39062	-0.562500000
legacy_triangle	-	0.40625	-0.625000000
legacy_triangle	-	0.42188	-0.687500000
legacy_triangle	-	0.43750	-0.750000000
legacy_triangle	-	0.45312	-0.812500000
legacy_triangle	-	0.46875	-0.875000000
legacy_triangle	-	0.48438	-0.937500000
legacy_triangle	-	0.50000	-1.000000000
legacy_triangle	-	0.51562	-0.937500000
legacy_triangle	-	0.53125	-0.875000000
legacy_triangle	-	0.54688	-0.812500000
legacy_triangle	-	0.56250	-0.750000000
legacy_triangle	-	0.57812	-0.687500000
legacy_triangle	-	0.59375	-0.625000000
legacy_triangle	-	0.60938	-0.562500000
legacy_triangle	-	0.62500	-0.500000000
legacy_triangle	-	0.64062	-0.437500000
legacy_triangle	-	0.65625	-0.375000000
legacy_triangle	-	0.67188	-0.312500000
legacy_triangle	-	0.68750	-0.250000000
legacy_triangle	-	0.70312	-0.187500000
legacy_triangle	-	0.71875	-0.125000000
legacy_triangle	-	0.73438	-0.062500000
legacy_triangle	-	0.75000	0.000000000
legacy_triangle	-	0.76562	0.062500000
legacy_triangle	-	0.78125	0.125000000
legacy_triangle	-	0.79688	0.187500000
legacy_triangle	-	0.81250	0.250000000
legacy_triangle	-	0.82812	0.312500000
legacy_triangle	-	0.84375	0.375000000
legacy_triangle	-	0.85938	0.437500000
legacy_triangle	-	0.87500	0.500000000
legacy_triangle	-	0.89062	0.562500000
legacy_triangle	-	0.90625	0.625000000
legacy_triangle	-	0.92188	0.687500000
legacy_triangle	-	0.93750	0.750000000
legacy_triangle	-	0.95312	0.812500000
legacy_triangle	-	0.96875	0.875000000
legacy_triangle	-	0.98438	0.937500000
