id	path	signal	sr_hz	f_target_hz	side	duty_param	morph	pw_depth	lfo_wave	f0_meas_hz	phi0_model	peak	channel	cable	warm	win	raw	samples	src
vco_b_sawmix_96000_440_m12500	vco_b_sawmix	-	96000.000000	440.000000	b	0.5	0.125	0	-	0	1.6499999999999999	0	dry_b	none	8192	16384	gh19_s6_scn132.raw	24576	-
vco_b_sawmix_44100_440_m50000	vco_b_sawmix	-	44100.000000	440.000000	b	0.5	0.5	0	-	439.63623046875	3.5918367346938775	0.49999987312909427	dry_b	none	8192	16384	gh19_s6_scn133.raw	24576	-
vco_b_sawmix_48000_440_m50000	vco_b_sawmix	-	48000.000000	440.000000	b	0.5	0.5	0	-	439.453125	3.2999999999999998	0.5	dry_b	none	8192	16384	gh19_s6_scn134.raw	24576	-
vco_b_sawmix_88200_440_m50000	vco_b_sawmix	-	88200.000000	440.000000	b	0.5	0.5	0	-	439.63623046875	1.7959183673469388	0.4999998731290099	dry_b	none	8192	16384	gh19_s6_scn135.raw	24576	-
vco_b_sawmix_96000_440_m50000	vco_b_sawmix	-	96000.000000	440.000000	b	0.5	0.5	0	-	439.453125	1.6499999999999999	0.5	dry_b	none	8192	16384	gh19_s6_scn136.raw	24576	-
vco_a_sawmixhi_44100_3520_m0	vco_a_sawmixhi	-	44100.000000	3520.000000	a	0.5	0	0	-	3519.781494140625	28.73469387755102	0.49999999999835154	dry_a	none	8192	16384	gh19_s6_scn137.raw	24576	-
vco_a_sawmixhi_44100_5000_m0	vco_a_sawmixhi	-	44100.000000	5000.000000	a	0.5	0	0	-	4999.2919921875	40.816326530612244	0.49999999999965183	dry_a	none	8192	16384	gh19_s6_scn138.raw	24576	-
vco_a_sawmixhi_96000_3520_m0	vco_a_sawmixhi	-	96000.000000	3520.000000	a	0.5	0	0	-	3519.53125	13.199999999999999	0.49999999999992717	dry_a	none	8192	16384	gh19_s6_scn139.raw	24576	-
vco_a_sawmixhi_96000_5000_m0	vco_a_sawmixhi	-	96000.000000	5000.000000	a	0.5	0	0	-	4998.046875	18.75	0.49999999999999911	dry_a	none	8192	16384	gh19_s6_scn140.raw	24576	-
vco_a_sawmixhi_44100_3520_m6250	vco_a_sawmixhi	-	44100.000000	3520.000000	a	0.5	0.0625	0	-	3519.781494140625	28.73469387755102	0.24999999999917577	dry_a	none	8192	16384	gh19_s6_scn141.raw	24576	-
vco_a_sawmixhi_44100_5000_m6250	vco_a_sawmixhi	-	44100.000000	5000.000000	a	0.5	0.0625	0	-	4999.2919921875	40.816326530612244	0.24999999999982592	dry_a	none	8192	16384	gh19_s6_scn142.raw	24576	-
vco_a_sawmixhi_96000_3520_m6250	vco_a_sawmixhi	-	96000.000000	3520.000000	a	0.5	0.0625	0	-	3519.53125	13.199999999999999	0.24999999999996358	dry_a	none	8192	16384	gh19_s6_scn143.raw	24576	-
vco_a_sawmixhi_96000_5000_m6250	vco_a_sawmixhi	-	96000.000000	5000.000000	a	0.5	0.0625	0	-	4998.046875	18.75	0.24999999999999956	dry_a	none	8192	16384	gh19_s6_scn144.raw	24576	-
vco_a_sawmixhi_44100_3520_m25000	vco_a_sawmixhi	-	44100.000000	3520.000000	a	0.5	0.25	0	-	3519.781494140625	28.73469387755102	0.49999999999835154	dry_a	none	8192	16384	gh19_s6_scn145.raw	24576	-
vco_a_sawmixhi_44100_5000_m25000	vco_a_sawmixhi	-	44100.000000	5000.000000	a	0.5	0.25	0	-	4999.2919921875	40.816326530612244	0.49999999999965183	dry_a	none	8192	16384	gh19_s6_scn146.raw	24576	-
vco_a_sawmixhi_96000_3520_m25000	vco_a_sawmixhi	-	96000.000000	3520.000000	a	0.5	0.25	0	-	3519.53125	13.199999999999999	0.49999999999992717	dry_a	none	8192	16384	gh19_s6_scn147.raw	24576	-
vco_a_sawmixhi_96000_5000_m25000	vco_a_sawmixhi	-	96000.000000	5000.000000	a	0.5	0.25	0	-	4998.046875	18.75	0.49999999999999911	dry_a	none	8192	16384	gh19_s6_scn148.raw	24576	-
vco_a_sawmixhi_44100_3520_m31250	vco_a_sawmixhi	-	44100.000000	3520.000000	a	0.5	0.3125	0	-	3519.781494140625	28.73469387755102	0.37613019012543469	dry_a	none	8192	16384	gh19_s6_scn149.raw	24576	-
vco_a_sawmixhi_44100_5000_m31250	vco_a_sawmixhi	-	44100.000000	5000.000000	a	0.5	0.3125	0	-	4999.2919921875	40.816326530612244	0.37613011108736455	dry_a	none	8192	16384	gh19_s6_scn150.raw	24576	-
vco_a_sawmixhi_96000_3520_m31250	vco_a_sawmixhi	-	96000.000000	3520.000000	a	0.5	0.3125	0	-	3519.53125	13.199999999999999	0.37612897461844536	dry_a	none	8192	16384	gh19_s6_scn151.raw	24576	-
vco_a_sawmixhi_96000_5000_m31250	vco_a_sawmixhi	-	96000.000000	5000.000000	a	0.5	0.3125	0	-	4998.046875	18.75	0.37611743316475854	dry_a	none	8192	16384	gh19_s6_scn152.raw	24576	-
vco_b_sawmixhi_44100_3520_m0	vco_b_sawmixhi	-	44100.000000	3520.000000	b	0.5	0	0	-	3519.781494140625	28.73469387755102	0.49999999999835154	dry_b	none	8192	16384	gh19_s6_scn153.raw	24576	-
vco_b_sawmixhi_44100_5000_m0	vco_b_sawmixhi	-	44100.000000	5000.000000	b	0.5	0	0	-	4999.2919921875	40.816326530612244	0.49999999999965183	dry_b	none	8192	16384	gh19_s6_scn154.raw	24576	-
vco_b_sawmixhi_96000_3520_m0	vco_b_sawmixhi	-	96000.000000	3520.000000	b	0.5	0	0	-	3519.53125	13.199999999999999	0.49999999999992717	dry_b	none	8192	16384	gh19_s6_scn155.raw	24576	-
vco_b_sawmixhi_96000_5000_m0	vco_b_sawmixhi	-	96000.000000	5000.000000	b	0.5	0	0	-	4998.046875	18.75	0.49999999999999911	dry_b	none	8192	16384	gh19_s6_scn156.raw	24576	-
vco_b_sawmixhi_44100_3520_m6250	vco_b_sawmixhi	-	44100.000000	3520.000000	b	0.5	0.0625	0	-	3519.781494140625	28.73469387755102	0.24999999999917577	dry_b	none	8192	16384	gh19_s6_scn157.raw	24576	-
vco_b_sawmixhi_44100_5000_m6250	vco_b_sawmixhi	-	44100.000000	5000.000000	b	0.5	0.0625	0	-	4999.2919921875	40.816326530612244	0.24999999999982592	dry_b	none	8192	16384	gh19_s6_scn158.raw	24576	-
vco_b_sawmixhi_96000_3520_m6250	vco_b_sawmixhi	-	96000.000000	3520.000000	b	0.5	0.0625	0	-	3519.53125	13.199999999999999	0.24999999999996358	dry_b	none	8192	16384	gh19_s6_scn159.raw	24576	-
vco_b_sawmixhi_96000_5000_m6250	vco_b_sawmixhi	-	96000.000000	5000.000000	b	0.5	0.0625	0	-	4998.046875	18.75	0.24999999999999956	dry_b	none	8192	16384	gh19_s6_scn160.raw	24576	-
vco_b_sawmixhi_44100_3520_m25000	vco_b_sawmixhi	-	44100.000000	3520.000000	b	0.5	0.25	0	-	3519.781494140625	28.73469387755102	0.49999999999835154	dry_b	none	8192	16384	gh19_s6_scn161.raw	24576	-
vco_b_sawmixhi_44100_5000_m25000	vco_b_sawmixhi	-	44100.000000	5000.000000	b	0.5	0.25	0	-	4999.2919921875	40.816326530612244	0.49999999999965183	dry_b	none	8192	16384	gh19_s6_scn162.raw	24576	-
vco_b_sawmixhi_96000_3520_m25000	vco_b_sawmixhi	-	96000.000000	3520.000000	b	0.5	0.25	0	-	3519.53125	13.199999999999999	0.49999999999992717	dry_b	none	8192	16384	gh19_s6_scn163.raw	24576	-
vco_b_sawmixhi_96000_5000_m25000	vco_b_sawmixhi	-	96000.000000	5000.000000	b	0.5	0.25	0	-	4998.046875	18.75	0.49999999999999911	dry_b	none	8192	16384	gh19_s6_scn164.raw	24576	-
vco_b_sawmixhi_44100_3520_m31250	vco_b_sawmixhi	-	44100.000000	3520.000000	b	0.5	0.3125	0	-	3519.781494140625	28.73469387755102	0.37613019012543469	dry_b	none	8192	16384	gh19_s6_scn165.raw	24576	-
vco_b_sawmixhi_44100_5000_m31250	vco_b_sawmixhi	-	44100.000000	5000.000000	b	0.5	0.3125	0	-	4999.2919921875	40.816326530612244	0.37613011108736455	dry_b	none	8192	16384	gh19_s6_scn166.raw	24576	-
vco_b_sawmixhi_96000_3520_m31250	vco_b_sawmixhi	-	96000.000000	3520.000000	b	0.5	0.3125	0	-	3519.53125	13.199999999999999	0.37612897461844536	dry_b	none	8192	16384	gh19_s6_scn167.raw	24576	-
vco_b_sawmixhi_96000_5000_m31250	vco_b_sawmixhi	-	96000.000000	5000.000000	b	0.5	0.3125	0	-	4998.046875	18.75	0.37611743316475854	dry_b	none	8192	16384	gh19_s6_scn168.raw	24576	-
