id	sr_hz	mode	res	norm	lvl	freq_hz	channel	amp_rms	amp_peak	f0_meas_hz	noise_rms	window	ok	signal
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f400	44100	lp	1	0.5	0.2	400	wetL	0.0840381526	0.118843496	399.710083	0.110882343	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f800	44100	lp	0	0.5	0.05	800	wetL	0.00496454387	0.00702100865	799.420166	0.00980101385	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f800	44100	lp	0	0.5	0.2	800	wetL	0.0198086786	0.0280177936	799.420166	0.0391063386	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f800	44100	lp	0.5	0.5	0.05	800	wetL	0.00893579842	0.012638502	800.765991	0.0178574416	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f800	44100	lp	0.5	0.5	0.2	800	wetL	0.0356541035	0.050432494	800.765991	0.0712517269	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f800	44100	lp	1	0.5	0.05	800	wetL	0.0210358509	0.0297545264	800.765991	0.0219263707	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f800	44100	lp	1	0.5	0.2	800	wetL	0.0839336781	0.118717728	800.765991	0.0874868757	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f1200	44100	lp	0	0.5	0.05	1200	wetL	0.00289093109	0.00408768911	1199.13025	0.00422343002	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f1200	44100	lp	0	0.5	0.2	1200	wetL	0.0115349023	0.0163118391	1199.13025	0.0168516126	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f1200	44100	lp	0.5	0.5	0.05	1200	wetL	0.00406822643	0.00575230294	1199.13025	0.00746887169	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f1200	44100	lp	0.5	0.5	0.2	1200	wetL	0.016232346	0.0229524916	1199.13025	0.0298010226	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f1200	44100	lp	1	0.5	0.05	1200	wetL	0.00492896526	0.00697070313	1200.47607	0.00965292002	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f1200	44100	lp	1	0.5	0.2	1200	wetL	0.0196667196	0.0278114029	1200.47607	0.0385154412	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f1600	44100	lp	0	0.5	0.05	1600	wetL	0.00183404986	0.00259384578	1600.18616	0.000317820878	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f1600	44100	lp	0	0.5	0.2	1600	wetL	0.00731791398	0.0103501581	1600.18616	0.00126811527	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f1600	44100	lp	0.5	0.5	0.05	1600	wetL	0.00222779536	0.00315058043	1600.18616	0.00179781851	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f1600	44100	lp	0.5	0.5	0.2	1600	wetL	0.0088889704	0.0125706063	1600.18616	0.00717335008	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f1600	44100	lp	1	0.5	0.05	1600	wetL	0.00237945721	0.00336490642	1600.18616	0.00356662632	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f1600	44100	lp	1	0.5	0.2	1600	wetL	0.00949410578	0.0134249839	1600.18616	0.0142309464	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f2500	44100	lp	0	0.5	0.05	2500	wetL	0.000838189674	0.00118540854	2500.54321	0.000361666426	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f2500	44100	lp	0	0.5	0.2	2500	wetL	0.00334440196	0.00472975209	2500.54321	0.00144305985	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f2500	44100	lp	0.5	0.5	0.05	2500	wetL	0.000889084372	0.00125733707	2499.19739	5.23677584e-05	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f2500	44100	lp	0.5	0.5	0.2	2500	wetL	0.00354747334	0.00501646264	2499.19739	0.000208949362	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f2500	44100	lp	1	0.5	0.05	2500	wetL	0.000884273395	0.00125047931	2499.19739	0.000506060486	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f2500	44100	lp	1	0.5	0.2	2500	wetL	0.00352827741	0.00498897797	2499.19739	0.00201919668	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f3500	44100	lp	0	0.5	0.05	3500	wetL	0.00044898169	0.000634887693	3499.14551	0.000570590767	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f3500	44100	lp	0	0.5	0.2	3500	wetL	0.00179145045	0.00253306917	3499.14551	0.00227667428	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f3500	44100	lp	0.5	0.5	0.05	3500	wetL	0.000452490673	0.000639681595	3499.14551	0.000693325777	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f3500	44100	lp	0.5	0.5	0.2	3500	wetL	0.00180545139	0.00255210786	3499.14551	0.00276639066	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f3500	44100	lp	1	0.5	0.05	3500	wetL	0.00044102407	0.000623654732	3499.14551	0.000766731348	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f3500	44100	lp	1	0.5	0.2	3500	wetL	0.0017596993	0.00248813752	3499.14551	0.00305928109	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f4500	44100	lp	0	0.5	0.05	4500	wetL	0.00027985578	0.000395762579	4499.09363	0.000559269653	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f4500	44100	lp	0	0.5	0.2	4500	wetL	0.00111663299	0.00157896596	4499.09363	0.00223150275	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f4500	44100	lp	0.5	0.5	0.05	4500	wetL	0.000275950153	0.000390240021	4500.43945	0.000548869656	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f4500	44100	lp	0.5	0.5	0.2	4500	wetL	0.00110104942	0.00155689841	4500.43945	0.00219000645	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f4500	44100	lp	1	0.5	0.05	4500	wetL	0.000266873804	0.000377360442	4500.43945	0.000518127208	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f4500	44100	lp	1	0.5	0.2	4500	wetL	0.00106483452	0.00150549883	4500.43945	0.00206734315	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f5500	44100	lp	0	0.5	0.05	5500	wetL	0.000192169661	0.000271776089	5500.38757	0.000275143806	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f5500	44100	lp	0	0.5	0.2	5500	wetL	0.000766762744	0.00108427242	5500.38757	0.00109783208	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f5500	44100	lp	0.5	0.5	0.05	5500	wetL	0.000187375352	0.000264993459	5500.38757	0.000235794138	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f5500	44100	lp	0.5	0.5	0.2	5500	wetL	0.000747633305	0.00105719148	5500.38757	0.00094082572	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f5500	44100	lp	1	0.5	0.05	5500	wetL	0.000180524083	0.000255304596	5500.38757	0.000194925103	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f5500	44100	lp	1	0.5	0.2	5500	wetL	0.000720296537	0.0010185299	5500.38757	0.000777757042	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f6500	44100	lp	0	0.5	0.05	6500	wetL	0.000141137897	0.000199596057	6498.98987	5.57782822e-07	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f6500	44100	lp	0	0.5	0.2	6500	wetL	0.000563144456	0.000796278143	6498.98987	2.22797777e-06	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f6500	44100	lp	0.5	0.5	0.05	6500	wetL	0.00013672503	0.000193353644	6498.98987	2.61471358e-05	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f6500	44100	lp	0.5	0.5	0.2	6500	wetL	0.000545536984	0.000771361144	6498.98987	0.000104327922	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f6500	44100	lp	1	0.5	0.05	6500	wetL	0.000131441702	0.000185881851	6498.98987	4.88141786e-05	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f6500	44100	lp	1	0.5	0.2	6500	wetL	0.000524456345	0.00074154831	6498.98987	0.00019477008	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f7000	44100	lp	0	0.5	0.05	7000	wetL	0.000123325951	0.000174400148	6999.63684	9.42020207e-05	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f7000	44100	lp	0	0.5	0.2	7000	wetL	0.000492074268	0.00069574526	6999.63684	0.00037586891	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f7000	44100	lp	0.5	0.5	0.05	7000	wetL	0.000119198607	0.000168543944	6999.63684	0.000110441116	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f7000	44100	lp	0.5	0.5	0.2	7000	wetL	0.000475606041	0.000672370624	6999.63684	0.000440663384	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f7000	44100	lp	1	0.5	0.05	7000	wetL	0.000114506399	0.00016191101	6999.63684	0.000122624733	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f7000	44100	lp	1	0.5	0.2	7000	wetL	0.00045688399	0.000645907791	6999.63684	0.000489276383	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f8000	44100	lp	0	0.5	0.05	8000	wetL	9.71343621e-05	0.000137369682	7999.58496	0.0001791802	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f8000	44100	lp	0	0.5	0.2	8000	wetL	0.00038756904	0.000547988803	7999.58496	0.000714934388	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f8000	44100	lp	0.5	0.5	0.05	8000	wetL	9.35721321e-05	0.000132331502	7999.58496	0.000177633541	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f8000	44100	lp	0.5	0.5	0.2	8000	wetL	0.000373355634	0.000527881617	7999.58496	0.000708763172	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f8000	44100	lp	1	0.5	0.05	8000	wetL	8.97916634e-05	0.000126985036	7999.58496	0.000174025603	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f8000	44100	lp	1	0.5	0.2	8000	wetL	0.000358271449	0.000506551398	7999.58496	0.000694367392	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p5_f9000	44100	lp	0	0.5	0.05	9000	wetL	7.91805398e-05	0.000111935216	8999.53308	0.000147046039	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p5_f9000	44100	lp	0	0.5	0.2	9000	wetL	0.000315932765	0.000446513389	8999.53308	0.000586718133	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p5_f9000	44100	lp	0.5	0.5	0.05	9000	wetL	7.61037195e-05	0.000107579664	8999.53308	0.000137306291	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p5_f9000	44100	lp	0.5	0.5	0.2	9000	wetL	0.000303656159	0.000429141214	8999.53308	0.000547856245	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p5_f9000	44100	lp	1	0.5	0.05	9000	wetL	7.29756339e-05	0.000103167155	8999.53308	0.000127598962	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p5_f9000	44100	lp	1	0.5	0.2	9000	wetL	0.000291175003	0.00041156812	8999.53308	0.000509123705	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f60	44100	lp	0	0.55	0.05	60	wetL	0.0127083018	0.0179230416	59.2163086	0.0241034384	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f60	44100	lp	0	0.55	0.2	60	wetL	0.0507063222	0.0714563655	59.2163086	0.0961729139	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f60	44100	lp	0.5	0.55	0.05	60	wetL	0.0127981073	0.0180451469	59.2163086	0.0237097805	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f60	44100	lp	0.5	0.55	0.2	60	wetL	0.0510646362	0.0719400772	59.2163086	0.0946021759	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f60	44100	lp	1	0.55	0.05	60	wetL	0.012836045	0.0180949225	59.2163086	0.0231134959	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f60	44100	lp	1	0.55	0.2	60	wetL	0.0512160021	0.0721370923	59.2163086	0.0922229903	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f100	44100	lp	0	0.55	0.05	100	wetL	0.0125738739	0.0177637388	99.5910645	0.000364366932	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f100	44100	lp	0	0.55	0.2	100	wetL	0.0501701095	0.0708247707	99.5910645	0.00145430325	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f100	44100	lp	0.5	0.55	0.05	100	wetL	0.0128077571	0.0180998284	99.5910645	0.00302756563	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f100	44100	lp	0.5	0.55	0.2	100	wetL	0.0511033578	0.0721567993	99.5910645	0.0120800156	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f100	44100	lp	1	0.55	0.05	100	wetL	0.0129025709	0.018240281	99.5910645	0.0057661314	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f100	44100	lp	1	0.55	0.2	100	wetL	0.051481731	0.0727120976	99.5910645	0.0230068673	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f200	44100	lp	0	0.55	0.05	200	wetL	0.0120684025	0.0170601055	199.182129	0.0241248179	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f200	44100	lp	0	0.55	0.2	200	wetL	0.0481532567	0.0680303513	199.182129	0.096258665	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f200	44100	lp	0.5	0.55	0.05	200	wetL	0.0129845864	0.0183487561	199.182129	0.0252565106	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f200	44100	lp	0.5	0.55	0.2	200	wetL	0.0518088538	0.0731475181	199.182129	0.100774083	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f200	44100	lp	1	0.55	0.05	200	wetL	0.0134161508	0.018953527	199.182129	0.0241207402	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f200	44100	lp	1	0.55	0.2	200	wetL	0.0535308023	0.0755174598	199.182129	0.096242242	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f400	44100	lp	0	0.55	0.05	400	wetL	0.0104601308	0.0147956737	399.710083	0.0207425528	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f400	44100	lp	0	0.55	0.2	400	wetL	0.0417362459	0.0590185828	399.710083	0.0827634194	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f400	44100	lp	0.5	0.55	0.05	400	wetL	0.0135668448	0.0191864149	399.710083	0.0246520633	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f400	44100	lp	0.5	0.55	0.2	400	wetL	0.0541321474	0.0765199523	399.710083	0.0983624961	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f400	44100	lp	1	0.55	0.05	400	wetL	0.0158908295	0.0224684949	399.710083	0.019776915	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f400	44100	lp	1	0.55	0.2	400	wetL	0.0634049572	0.0897205004	399.710083	0.0789105438	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f800	44100	lp	0	0.55	0.05	800	wetL	0.00702633689	0.00993512138	799.420166	0.012299223	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f800	44100	lp	0	0.55	0.2	800	wetL	0.0280352938	0.0396437783	799.420166	0.0490742682	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f800	44100	lp	0.5	0.55	0.05	800	wetL	0.0131088824	0.0185349655	799.420166	0.0216331737	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f800	44100	lp	0.5	0.55	0.2	800	wetL	0.0523048316	0.0739519363	799.420166	0.0863170099	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f800	44100	lp	1	0.55	0.05	800	wetL	0.0574378714	0.0812194191	799.420166	0.00881023717	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f800	44100	lp	1	0.55	0.2	800	wetL	0.229178831	0.324070603	799.420166	0.035153106	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f1200	44100	lp	0	0.55	0.05	1200	wetL	0.00465659526	0.00658478488	1199.13025	0.00437481727	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f1200	44100	lp	0	0.55	0.2	1200	wetL	0.0185799561	0.0262771723	1199.13025	0.0174556519	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f1200	44100	lp	0.5	0.55	0.05	1200	wetL	0.00816024375	0.0115386278	1199.13025	0.010883151	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f1200	44100	lp	0.5	0.55	0.2	1200	wetL	0.0325596187	0.0460436086	1199.13025	0.0434240994	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f1200	44100	lp	1	0.55	0.05	1200	wetL	0.015882092	0.0224597715	1200.47607	0.031573232	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f1200	44100	lp	1	0.55	0.2	1200	wetL	0.0633700245	0.0896115398	1200.47607	0.125978145	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f1600	44100	lp	0	0.55	0.05	1600	wetL	0.00320099858	0.00452715995	1600.18616	0.00133353355	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f1600	44100	lp	0	0.55	0.2	1600	wetL	0.0127720804	0.0180657981	1600.18616	0.00532083905	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f1600	44100	lp	0.5	0.55	0.05	1600	wetL	0.00467684366	0.00661426628	1600.18616	0.00130130789	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f1600	44100	lp	0.5	0.55	0.2	1600	wetL	0.0186607466	0.0263921989	1600.18616	0.00519225811	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f1600	44100	lp	1	0.55	0.05	1600	wetL	0.00583041105	0.00824510062	1600.18616	0.00846762583	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f1600	44100	lp	1	0.55	0.2	1600	wetL	0.0232635153	0.0328960133	1600.18616	0.0337860819	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f2500	44100	lp	0	0.55	0.05	2500	wetL	0.00160000247	0.0022628916	2500.54321	0.0013706424	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f2500	44100	lp	0	0.55	0.2	2500	wetL	0.00638405786	0.00902947297	2500.54321	0.00546890421	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f2500	44100	lp	0.5	0.55	0.05	2500	wetL	0.00185346336	0.00262122319	2500.54321	0.000425595037	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f2500	44100	lp	0.5	0.55	0.2	2500	wetL	0.00739537446	0.0104583662	2500.54321	0.00169813695	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f2500	44100	lp	1	0.55	0.05	2500	wetL	0.00189704088	0.00268267379	2499.19739	0.00103480207	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f2500	44100	lp	1	0.55	0.2	2500	wetL	0.0075692501	0.0107030018	2499.19739	0.00412889161	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f3500	44100	lp	0	0.55	0.05	3500	wetL	0.0008921435	0.00126139168	3499.14551	0.000882751895	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f3500	44100	lp	0	0.55	0.2	3500	wetL	0.00355967942	0.00503298578	3499.14551	0.00352220653	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f3500	44100	lp	0.5	0.55	0.05	3500	wetL	0.000934477157	0.00132121442	3499.14551	0.00131216307	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f3500	44100	lp	0.5	0.55	0.2	3500	wetL	0.00372859196	0.00527127115	3499.14551	0.00523557002	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f3500	44100	lp	1	0.55	0.05	3500	wetL	0.00091235445	0.00129019043	3499.14551	0.00157838179	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f3500	44100	lp	1	0.55	0.2	3500	wetL	0.00364032168	0.00514736958	3499.14551	0.00629779071	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f4500	44100	lp	0	0.55	0.05	4500	wetL	0.0005664974	0.000801049646	4499.09363	0.00111567176	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f4500	44100	lp	0	0.55	0.2	4500	wetL	0.00226034169	0.00319604287	4499.09363	0.00445156389	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f4500	44100	lp	0.5	0.55	0.05	4500	wetL	0.000567203086	0.00080214378	4500.43945	0.00113371613	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f4500	44100	lp	0.5	0.55	0.2	4500	wetL	0.0022631574	0.00320026356	4500.43945	0.00452356149	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f4500	44100	lp	1	0.55	0.05	4500	wetL	0.00054444328	0.000769916047	4500.43945	0.00105861754	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f4500	44100	lp	1	0.55	0.2	4500	wetL	0.00217234509	0.00307162611	4500.43945	0.00422391584	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f5500	44100	lp	0	0.55	0.05	5500	wetL	0.000392866708	0.000555610217	5500.38757	0.000619651105	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f5500	44100	lp	0	0.55	0.2	5500	wetL	0.00156755002	0.00221672416	5500.38757	0.00247242658	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f5500	44100	lp	0.5	0.55	0.05	5500	wetL	0.000384153277	0.000543287102	5500.38757	0.000515696381	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f5500	44100	lp	0.5	0.55	0.2	5500	wetL	0.00153278316	0.00216746298	5500.38757	0.00205764411	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f5500	44100	lp	1	0.55	0.05	5500	wetL	0.000365770792	0.000517287403	5500.38757	0.000397919178	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f5500	44100	lp	1	0.55	0.2	5500	wetL	0.00145943649	0.00206370594	5500.38757	0.00158770952	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f6500	44100	lp	0	0.55	0.05	6500	wetL	0.000290233933	0.000410449367	6498.98987	5.4754465e-05	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f6500	44100	lp	0	0.55	0.2	6500	wetL	0.00115804212	0.00163751305	6498.98987	0.000218472033	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f6500	44100	lp	0.5	0.55	0.05	6500	wetL	0.000279884439	0.00039580967	6498.98987	2.82300952e-05	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f6500	44100	lp	0.5	0.55	0.2	6500	wetL	0.00111674733	0.00157904778	6498.98987	0.000112639145	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f6500	44100	lp	1	0.55	0.05	6500	wetL	0.000265293082	0.000375170876	6498.98987	9.64730255e-05	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f6500	44100	lp	1	0.55	0.2	6500	wetL	0.00105852738	0.0014966911	6498.98987	0.000384930351	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f7000	44100	lp	0	0.55	0.05	7000	wetL	0.000254131751	0.000359375827	6999.63684	0.000153497972	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f7000	44100	lp	0	0.55	0.2	7000	wetL	0.00101399336	0.0014337278	6999.63684	0.000612461565	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f7000	44100	lp	0.5	0.55	0.05	7000	wetL	0.000243877141	0.000344873037	6999.63684	0.000207878587	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f7000	44100	lp	0.5	0.55	0.2	7000	wetL	0.000973077156	0.00137581034	6999.63684	0.000829441839	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f7000	44100	lp	1	0.55	0.05	7000	wetL	0.000230804458	0.000326372637	6999.63684	0.000245769673	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f7000	44100	lp	1	0.55	0.2	7000	wetL	0.000920916755	0.0013019924	6999.63684	0.000980628406	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f8000	44100	lp	0	0.55	0.05	8000	wetL	0.00020077133	0.000283934499	7999.58496	0.000358113895	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f8000	44100	lp	0	0.55	0.2	8000	wetL	0.000801083672	0.00113268898	7999.58496	0.00142888522	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f8000	44100	lp	0.5	0.55	0.05	8000	wetL	0.000191294319	0.000270532451	7999.58496	0.000358710902	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f8000	44100	lp	0.5	0.55	0.2	8000	wetL	0.000763270112	0.00107918517	7999.58496	0.00143126729	16384	1	-
cutoff_norm_sr44100_r1_lvlsmall_n0p55_f8000	44100	lp	1	0.55	0.05	8000	wetL	0.000180637365	0.000255462288	7999.58496	0.000349823269	16384	1	-
cutoff_norm_sr44100_r1_lvlmedium_n0p55_f8000	44100	lp	1	0.55	0.2	8000	wetL	0.000720748543	0.00101905674	7999.58496	0.00139580537	16384	1	-
cutoff_norm_sr44100_r0_lvlsmall_n0p55_f9000	44100	lp	0	0.55	0.05	9000	wetL	0.000164005424	0.000231841085	8999.53308	0.000311595341	16384	1	-
cutoff_norm_sr44100_r0_lvlmedium_n0p55_f9000	44100	lp	0	0.55	0.2	9000	wetL	0.000654386634	0.000924846421	8999.53308	0.00124327482	16384	1	-
cutoff_norm_sr44100_r0p5_lvlsmall_n0p55_f9000	44100	lp	0.5	0.55	0.05	9000	wetL	0.000155497485	0.000219905158	8999.53308	0.000284439985	16384	1	-
cutoff_norm_sr44100_r0p5_lvlmedium_n0p55_f9000	44100	lp	0.5	0.55	0.2	9000	wetL	0.000620439701	0.000877173973	8999.53308	0.00113492413	16384	1	-
